"","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
"2018-06-07",249.759995,250,248.25,248.979996,2117200,235.150757
"2018-06-08",249.460007,251.5,248.070007,250.679993,3034600,236.756363
"2018-06-11",250.839996,254.990005,250.399994,253.779999,2775200,239.684143
"2018-06-12",253.199997,253.940002,250.169998,253.580002,2567200,239.4953
"2018-06-13",254.139999,256.730011,252.479996,252.869995,3138300,238.824722
"2018-06-14",254.470001,255.990005,253.660004,255.330002,2456600,241.148071
"2018-06-15",254.270004,255.979996,252.559998,255.979996,4772200,242.617172
"2018-06-18",254,255.009995,252.139999,254.869995,1961900,241.565125
"2018-06-19",252.970001,253.300003,251.160004,253.020004,2370200,239.811661
"2018-06-20",253.320007,253.729996,251.880005,252.809998,2580400,239.612656
"2018-06-21",252.949997,253.649994,250.919998,251.889999,2150300,238.740662
"2018-06-22",252.240005,255.110001,251.190002,254.369995,2604000,241.091202
"2018-06-25",254.360001,255.130005,248.610001,250.710007,3060800,237.622284
"2018-06-26",250.559998,252.470001,249.539993,249.770004,2158000,236.731369
"2018-06-27",250.289993,251.759995,248.130005,248.169998,2481000,235.214905
"2018-06-28",247.130005,248,242.229996,244.899994,3556900,232.115555
"2018-06-29",244.899994,247.5,244.600006,245.339996,2772600,232.532608
"2018-07-02",245,247.729996,244.119995,247.479996,1793300,234.560883
"2018-07-03",248.300003,248.75,246.740005,246.979996,1248000,234.087006
"2018-07-05",249.110001,250.929993,247.580002,250.5,2182900,237.423218
"2018-07-06",251.009995,251.729996,249.419998,250.759995,1572300,237.669678
"2018-07-09",252.130005,254.009995,251.050003,253.669998,2039600,240.42778
"2018-07-10",254.179993,256.899994,253.75,255.539993,2012200,242.200104
"2018-07-11",255.139999,256,253.740005,254.589996,1486000,241.299713
"2018-07-12",256.179993,256.820007,254.919998,256.049988,1592700,242.683487
"2018-07-13",256.390015,259.01001,256.019989,258.700012,2356200,245.19519
"2018-07-16",258.290009,258.450012,256.440002,256.980011,3625400,243.565002
"2018-07-17",251.550003,252.520004,246.270004,250.289993,6932300,237.224182
"2018-07-18",251.110001,256.609985,250.440002,255.419998,3359800,242.086395
"2018-07-19",255.320007,256.5,251.850006,252.929993,2307600,239.726349
"2018-07-20",251.169998,253.550003,251.169998,252.699997,1959600,239.508377
"2018-07-23",252.910004,255.229996,252.429993,252.740005,1479600,239.54631
"2018-07-24",254.860001,254.960007,252.009995,253.759995,2476500,240.513046
"2018-07-25",254.809998,255.270004,252.770004,254.860001,3016900,241.555634
"2018-07-26",256.25,257.869995,255.800003,257,2021300,243.583908
"2018-07-27",257.790009,257.790009,255.389999,255.949997,1656800,242.58873
"2018-07-30",255.910004,256.890015,253.110001,253.839996,1681500,240.588882
"2018-07-31",254.139999,255.199997,252.850006,253.220001,2355900,240.001251
"2018-08-01",256.100006,256.100006,252.809998,253.369995,3006700,240.143402
"2018-08-02",253.5,256.299988,252.229996,256.079987,1854400,242.711929
"2018-08-03",256.450012,257.559998,254.300003,257.220001,1422300,243.792419
"2018-08-06",256.5,257.540009,255.470001,256.76001,1398100,243.356461
"2018-08-07",257.640015,258.839996,257.130005,257.649994,1462800,244.199966
"2018-08-08",258.109985,259.5,257.920013,258.809998,1494300,245.299408
"2018-08-09",259.910004,263.019989,259.309998,261.589996,2315000,247.934341
"2018-08-10",260.48999,261.5,259.109985,260.359985,1625000,246.768494
"2018-08-13",261,262.549988,260.299988,260.910004,1635100,247.28981
"2018-08-14",260.890015,264.299988,260.850006,263.480011,1941600,249.725677
"2018-08-15",261.980011,262.690002,259.190002,260.609985,2017700,247.005478
"2018-08-16",261.570007,263.75,261.450012,263.100006,2115900,249.365494
"2018-08-17",263.549988,264.130005,261.720001,262.329987,1969700,248.635635
"2018-08-20",263,263.48999,261.570007,262.399994,1786200,248.702057
"2018-08-21",261.850006,262.519989,260.730011,261.690002,1559300,248.029053
"2018-08-22",261.950012,261.950012,260.25,260.73999,2148500,247.128693
"2018-08-23",261.019989,262.559998,259.559998,261.420013,1603500,247.773209
"2018-08-24",261.75,264.779999,261.75,264.279999,2238600,250.483887
"2018-08-27",265,267.450012,264.420013,267.079987,2614000,253.137711
"2018-08-28",268.540009,269.140015,267.329987,268.51001,2603900,254.493103
"2018-08-29",268.390015,269.320007,267.25,269,2880600,254.957428
"2018-08-30",269.459991,270.170013,268.109985,268.390015,2976300,254.379303
"2018-08-31",268.279999,269.209991,267.200012,268.459991,2961500,254.445694
"2018-09-04",268,269.410004,266.570007,268.51001,2097300,254.493103
"2018-09-05",268.559998,268.799988,266.929993,267.640015,2230600,253.668457
"2018-09-06",267.600006,270.019989,266.940002,269.649994,2556100,256.435883
"2018-09-07",269.640015,271.160004,267.51001,268.279999,2958000,255.13298
"2018-09-10",266.779999,266.799988,258.75,259.730011,4146200,247.001999
"2018-09-11",257.920013,261.420013,257.480011,261.040009,2283300,248.247803
"2018-09-12",261.119995,264.48999,260.850006,262.670013,2236300,249.797928
"2018-09-13",264.160004,265.690002,263.420013,265.48999,2734500,252.479706
"2018-09-14",265.399994,266.649994,263.279999,265.309998,2084600,252.308533
"2018-09-17",266.5,266.660004,263.410004,263.869995,1940400,250.939117
"2018-09-18",262.929993,264.089996,262,263.290009,3557000,250.387497
"2018-09-19",264.470001,265.609985,263.160004,265.329987,2274300,252.32756
"2018-09-20",266.079987,267.940002,266.059998,266.390015,2095000,253.335617
"2018-09-21",266.100006,267.839996,265.850006,266.670013,5671600,253.60199
"2018-09-24",267.01001,269.529999,266.670013,267.359985,2699800,254.258087
"2018-09-25",267.299988,267.329987,263.029999,263.51001,3789700,250.596786
"2018-09-26",264.5,265.48999,262.450012,262.910004,2238000,250.026215
"2018-09-27",263,265.410004,262.929993,264.649994,2761400,251.680893
"2018-09-28",264.380005,266.190002,263.850006,266.040009,2875100,253.002747
"2018-10-01",267.25,270.019989,267.019989,269.100006,3314500,255.912842
"2018-10-02",269,271.440002,267.5,270.630005,2777300,257.367798
"2018-10-03",272,272.070007,269.769989,270.899994,3002200,257.624603
"2018-10-04",271,271.619995,267.309998,268.320007,2186600,255.171082
"2018-10-05",268.649994,271,267.950012,269.200012,2045700,256.007935
"2018-10-08",268.839996,269.649994,265.649994,269.01001,1865000,255.827209
"2018-10-09",269.190002,271.959991,268.470001,270.109985,2510100,256.873352
"2018-10-10",270.600006,271.420013,262.519989,263.079987,4267300,250.187851
"2018-10-11",262,264.399994,255.779999,257.119995,4558500,244.519882
"2018-10-12",259.700012,261.390015,256.859985,259.609985,4006300,246.887848
"2018-10-15",260.130005,262.440002,259.309998,260.25,3583400,247.496521
"2018-10-16",269.690002,272.809998,265,272.570007,6453600,259.21283
"2018-10-17",270.190002,271,265.630005,267.299988,3985100,254.201096
"2018-10-18",267.350006,267.880005,263.709991,266.809998,3132100,253.735062
"2018-10-19",266.619995,267.980011,263.890015,265.299988,3336600,252.299088
"2018-10-22",266.75,266.829987,260.059998,262.190002,2618100,249.341492
"2018-10-23",259.720001,265.519989,259.200012,264.859985,4081800,251.8806
"2018-10-24",264.01001,265.329987,255.929993,256.320007,5265600,243.75914
"2018-10-25",258.160004,265.179993,253.369995,264.23999,4675600,251.291
"2018-10-26",261.5,262.399994,257.019989,258.179993,4830600,245.527939
"2018-10-29",259.720001,262.040009,253.320007,256.519989,3697700,243.949295
"2018-10-30",256.690002,259.690002,253.979996,258.279999,4169200,245.623062
"2018-10-31",260.869995,264.070007,260.220001,261.350006,4230200,248.542633
"2018-11-01",262.920013,264.679993,259.76001,260.929993,2771300,248.14325
"2018-11-02",264.609985,266.380005,259.559998,261.01001,2593600,248.219284
"2018-11-05",262.149994,263,260.070007,261.01001,3287000,248.219284
"2018-11-06",260.700012,264.01001,260.700012,263.540009,2582400,250.62532
"2018-11-07",266.899994,276.75,266.899994,274.630005,5796800,261.171844
"2018-11-08",276,278,274.700012,276.649994,3809100,263.092834
"2018-11-09",276.859985,278,274.190002,276.549988,2904300,262.997742
"2018-11-12",276,277.790009,272,272.380005,3140600,259.032074
"2018-11-13",272.579987,273.600006,268.140015,269.220001,2516900,256.026917
"2018-11-14",269.290009,270.519989,263.350006,264.959991,3511900,251.975723
"2018-11-15",264,265.920013,260.850006,264.940002,3657600,251.956696
"2018-11-16",264.98999,271.799988,264.920013,271.109985,3857800,257.824371
"2018-11-19",271.480011,272.269989,264.179993,266.049988,3670800,253.012283
"2018-11-20",265.619995,266.779999,260.399994,261.5,3617700,248.685272
"2018-11-21",262.589996,264.630005,260.450012,260.549988,3234300,247.781784
"2018-11-23",260,262.940002,258.279999,261.619995,1159300,248.799362
"2018-11-26",264.619995,268.299988,263.5,266.160004,3879800,253.116928
"2018-11-27",265.570007,271.299988,265.029999,271.149994,3497300,257.862335
"2018-11-28",272.820007,282.399994,272.820007,280.950012,5044300,267.182098
"2018-11-29",280.429993,285.450012,280.309998,282.549988,4177800,268.703735
"2018-11-30",282.98999,283.640015,279.070007,281.359985,6143200,268.427002
"2018-12-03",283,286.529999,282.709991,286.329987,4178800,273.16861
"2018-12-04",286.149994,287.940002,276.910004,278.549988,4635500,265.746216
"2018-12-06",273.019989,276.940002,265.25,276.850006,6694600,264.12439
"2018-12-07",273.76001,276.420013,267.279999,269.179993,3506900,256.806946
"2018-12-10",268.589996,269,260.230011,266.529999,4061300,254.278687
"2018-12-11",269.579987,271.529999,265.670013,267.220001,3102800,254.937012
"2018-12-12",271.950012,274.559998,270.48999,270.640015,3167900,258.199799
"2018-12-13",270.859985,273.320007,269.619995,272.149994,2350400,259.640381
"2018-12-14",270.359985,270.570007,263.709991,265.019989,3360500,252.83815
"2018-12-17",261.040009,262.75,256.730011,258.070007,5806800,246.207596
"2018-12-18",259.700012,259.98999,248.199997,252.970001,5065500,241.34201
"2018-12-19",252.369995,256.559998,247.589996,250.309998,5468500,238.804276
"2018-12-20",248.5,249.009995,240.050003,242.440002,7311700,231.296021
"2018-12-21",240.729996,247.5,237.449997,238.339996,12209700,227.384491
"2018-12-24",236.240005,237.899994,232.559998,232.940002,3091000,222.232697
"2018-12-26",232.699997,243.369995,231.809998,243.350006,4159300,232.16423
"2018-12-27",239.100006,245.970001,235.240005,245.970001,4295800,234.663773
"2018-12-28",246.710007,249.789993,244.809998,246.240005,3312700,234.921356
"2018-12-31",248.059998,250.279999,246.940002,249.119995,3123200,237.668976
"2019-01-02",245,246.350006,241.470001,243.490005,4063600,232.29776
"2019-01-03",243.479996,243.479996,236.130005,236.850006,4623200,225.962997
"2019-01-04",239.800003,243.460007,238.800003,239.619995,5367600,228.605652
"2019-01-07",240.399994,241.979996,238.229996,240.080002,4133000,229.044525
"2019-01-08",242.330002,244.789993,239.710007,243.289993,3618600,232.106995
"2019-01-09",244.759995,246.630005,242.059998,243.639999,3425400,232.440887
"2019-01-10",242.080002,245.139999,241.410004,244.869995,3374100,233.614334
"2019-01-11",243.449997,247.759995,243.270004,247.669998,3967100,236.285645
"2019-01-14",246.589996,249.919998,246.110001,248.059998,4955500,236.6577
"2019-01-15",250,256.920013,247,256.869995,5325600,245.062729
"2019-01-16",258.730011,262.190002,258.170013,261.459991,6069400,249.441788
"2019-01-17",260.98999,261.73999,257.890015,259.769989,3583600,247.829453
"2019-01-18",262.600006,266.26001,260.420013,265.5,4844800,253.296066
"2019-01-22",264.059998,267.5,263.73999,265.690002,4052700,253.477325
"2019-01-23",267.75,269.470001,263.670013,267.019989,2971100,254.746231
"2019-01-24",266.799988,268.160004,264.26001,266.130005,2927300,253.897141
"2019-01-25",268.799988,270.410004,265.700012,268.049988,2809100,255.728882
"2019-01-28",266.899994,266.929993,264.609985,266.769989,2837300,254.507706
"2019-01-29",266,268.450012,265.440002,267.339996,2173000,255.051468
"2019-01-30",269.690002,272.440002,267.190002,270.369995,3659000,257.9422
"2019-01-31",270.480011,271.73999,268.98999,270.200012,4055100,257.780029
"2019-02-01",268.470001,269.390015,266.029999,268.720001,3946800,256.368073
"2019-02-04",268.309998,268.690002,264.269989,268.209991,3398900,255.881516
"2019-02-05",270.119995,272.089996,265.839996,266.309998,3597000,254.068848
"2019-02-06",265.140015,269.929993,264.980011,269.5,2570000,257.112183
"2019-02-07",268.640015,270.579987,267.26001,269,2458200,256.635162
"2019-02-08",267.5,268.700012,260.320007,261.899994,4547000,249.861526
"2019-02-11",261.170013,261.179993,256.339996,257.140015,4856200,245.320343
"2019-02-12",259.220001,264,256.920013,263.5,4327900,251.387985
"2019-02-13",263.519989,266.290009,263.149994,263.799988,3066400,251.674225
"2019-02-14",263.23999,267.070007,262.709991,265.329987,3015300,253.133865
"2019-02-15",267.790009,271.130005,266.619995,271.130005,3673700,258.667297
"2019-02-19",271.170013,272.48999,269.279999,270.410004,2486700,257.980316
"2019-02-20",269.209991,270.589996,268.179993,269.51001,2802800,257.121765
"2019-02-21",269.470001,269.940002,265.100006,266.399994,2554300,254.154648
"2019-02-22",266.5,268.390015,265.950012,267.109985,3191100,254.832001
"2019-02-25",267.579987,268.170013,264.380005,264.600006,3679100,252.437439
"2019-02-26",264.660004,265.429993,262.799988,262.980011,3212900,250.891876
"2019-02-27",261.609985,261.609985,248.940002,250.080002,8952900,238.584854
"2019-02-28",249.699997,251.949997,239.149994,242.220001,11034300,231.086166
"2019-03-01",243.559998,248,243.559998,246.149994,6921300,234.83548
"2019-03-04",248.119995,248.449997,234.509995,236.020004,8646300,225.171127
"2019-03-05",236.529999,243.199997,234.940002,241.429993,6924500,230.332443
"2019-03-06",241.740005,241.740005,237.029999,239.070007,4878700,228.080933
"2019-03-07",240.300003,241.179993,235.550003,236.699997,5033500,225.81987
"2019-03-08",235.149994,239.410004,234.639999,237.289993,4921700,227.246796
"2019-03-11",239.210007,244.020004,236.419998,243.149994,4539600,232.858765
"2019-03-12",244.949997,247.479996,243.740005,245.880005,4235800,235.473251
"2019-03-13",247.960007,252.759995,247.080002,252.25,4881600,241.573654
"2019-03-14",253,255.059998,252.339996,253.270004,3865200,242.550491
"2019-03-15",254.339996,254.740005,249.940002,251.399994,6466200,240.759613
"2019-03-18",252.660004,255.309998,250.419998,255,3927400,244.20723
"2019-03-19",255.949997,259.25,255.139999,257.130005,4164800,246.247147
"2019-03-20",257.429993,257.690002,249.970001,250.5,4193500,239.897705
"2019-03-21",249.190002,252.960007,248.660004,252.020004,2699700,241.353378
"2019-03-22",250.570007,251.199997,246.990005,247.089996,3777900,236.632034
"2019-03-25",247.419998,247.419998,240.779999,246.860001,4110900,236.411774
"2019-03-26",247.259995,247.889999,241.720001,243.389999,4416200,233.088638
"2019-03-27",242.940002,245.679993,238.160004,241.710007,4819200,231.479736
"2019-03-28",242.589996,242.850006,238.889999,242.229996,3601500,231.977722
"2019-03-29",244.289993,247.759995,241.869995,247.259995,4294200,236.794846
"2019-04-01",249.710007,250.199997,243.059998,245.539993,4809500,235.147644
"2019-04-02",245.509995,246.399994,242.800003,244.410004,4057100,234.065475
"2019-04-03",246.309998,247.539993,244.589996,245.839996,2851400,235.434937
"2019-04-04",245.479996,249.110001,244.639999,247.389999,2255500,236.919357
"2019-04-05",248.949997,249.309998,245.169998,248.779999,3343000,238.250504
"2019-04-08",249.679993,249.679993,246.309998,248.75,2195400,238.221771
"2019-04-09",247.570007,249.940002,245.949997,248.789993,2903800,238.260086
"2019-04-10",248.779999,249.869995,245.520004,246.029999,2753700,235.616913
"2019-04-11",246.050003,246.919998,232.679993,235.419998,8223400,225.455948
"2019-04-12",236.5,236.779999,220.770004,223.220001,13979400,213.772308
"2019-04-15",225.770004,230.970001,224.410004,230.199997,10021800,220.456894
"2019-04-16",238.009995,238.009995,215.820007,220.960007,27361400,211.607956
"2019-04-17",223.789993,224.240005,208.070007,216.839996,22101400,207.662338
"2019-04-18",217.139999,223,214.210007,221.75,13927200,212.364563
"2019-04-22",224,227.559998,221.5,227.110001,11191800,217.497681
"2019-04-23",228.25,231.940002,226.100006,230.580002,10261400,220.820816
"2019-04-24",230.089996,231.630005,227.75,230.350006,6104100,220.600586
"2019-04-25",228.529999,232.119995,228.130005,230.789993,5954500,221.021927
"2019-04-26",232.139999,237.110001,231.190002,237,6186200,226.969101
"2019-04-29",237.399994,238.059998,234.160004,237.449997,5345300,227.40004
"2019-04-30",238.080002,238.080002,230.190002,233.070007,7632300,223.205414
"2019-05-01",233.070007,234.619995,230.350006,231.949997,4823200,222.132843
"2019-05-02",230.899994,233.339996,228.080002,232.449997,5499200,222.611649
"2019-05-03",232.839996,233.899994,227.179993,231.949997,4323100,222.132843
"2019-05-06",228.169998,240.570007,227.5,240.5,7180200,230.320953
"2019-05-07",239.190002,243.149994,236.399994,238.050003,5104700,227.974655
"2019-05-08",238,240.809998,235.529999,239.149994,3768400,229.028122
"2019-05-09",236.600006,240.539993,235.669998,237.970001,4299500,227.898026
"2019-05-10",239.970001,242.619995,236.369995,240.589996,4374400,230.40715
"2019-05-13",236.449997,240.100006,236.199997,239.550003,4684400,229.411179
"2019-05-14",240.639999,240.990005,236.279999,236.429993,5329700,226.423187
"2019-05-15",235,237.529999,232.619995,236.080002,5099700,226.088043
"2019-05-16",235.889999,240.449997,235.720001,236.789993,4456400,226.767975
"2019-05-17",236.169998,242.440002,235.649994,241.380005,4486400,231.163696
"2019-05-20",240,246.740005,239.770004,245.990005,5390800,235.578598
"2019-05-21",247.009995,251.179993,246.800003,249.940002,5345300,239.361435
"2019-05-22",249.100006,251.029999,248.710007,249.339996,4038000,238.786789
"2019-05-23",247.979996,248.149994,244.389999,246.5,3934600,236.067017
"2019-05-24",247.25,249.360001,245.509995,247.630005,2973900,237.1492
"2019-05-28",248.5,249.300003,241.979996,242.059998,6172700,231.814911
"2019-05-29",239.850006,243.029999,237.899994,242.399994,3958400,232.140533
"2019-05-30",241.919998,245.350006,241.339996,243.5,2646600,233.193985
"2019-05-31",241.949997,243.619995,239.479996,241.800003,3285700,231.565933
"2019-06-03",241.490005,243.800003,236.020004,236.559998,4999400,226.547729
"2019-06-04",238.130005,241.050003,234.830002,240.759995,4992000,230.569946
"2019-06-05",243.169998,245.789993,241.229996,242.770004,3194400,232.494873
"2019-06-06",243.130005,243.940002,241.729996,241.820007,2630100,231.585098
"2019-06-07",242.899994,247.070007,242.190002,246.770004,2837400,236.325592
"2019-06-10",247.080002,249.669998,245.990005,248.139999,2331000,237.637619
"2019-06-11",248.520004,250.690002,245.729996,245.869995,3043000,235.463669
"2019-06-12",246.199997,246.5,242.300003,244.5,3251800,234.151672
"2019-06-13",244.820007,245.339996,243.119995,244.960007,3107800,234.592178
"2019-06-14",244.720001,246.100006,242.789993,245.369995,2165500,236.025452
"2019-06-17",246,247.100006,245.220001,245.970001,2270300,236.6026
"2019-06-18",247.5,249.339996,245.149994,245.699997,3482500,236.342865
"2019-06-19",246,251.369995,245.509995,250.190002,4204600,240.66188
"2019-06-20",251.600006,252.820007,247.399994,247.759995,3800800,238.324402
"2019-06-21",248.779999,253.490005,246.899994,252.279999,6323500,242.672302
"2019-06-24",251.330002,252.630005,247.860001,249.639999,3163800,240.132843
"2019-06-25",249.300003,251.039993,247.419998,247.660004,3182700,238.228226
"2019-06-26",248,248.080002,243.130005,243.470001,3852900,234.1978
"2019-06-27",244.259995,248.149994,243.160004,246.339996,3366200,236.958466
"2019-06-28",246.5,246.75,238.649994,244.009995,6727600,234.717239
"2019-07-01",245.949997,246.169998,240.720001,242.639999,4102700,233.399429
"2019-07-02",242.589996,243.990005,239.539993,243.970001,3863500,234.678741
"2019-07-03",244.320007,247.520004,244.039993,245.210007,2559400,235.871536
"2019-07-05",244.389999,248.759995,244.059998,246.990005,2965000,237.583771
"2019-07-08",246.410004,247.979996,244.880005,247.839996,1902500,238.401367
"2019-07-09",244.630005,246.080002,243.690002,246,2774800,236.631485
"2019-07-10",246.820007,249.110001,245.479996,247.479996,2753000,238.055099
"2019-07-11",255.800003,261.690002,249.050003,261.160004,10268800,251.214111
"2019-07-12",261.630005,266.519989,261.630005,265.899994,5336100,255.773575
"2019-07-15",265.059998,267.649994,264.25,265.959991,2611400,255.831345
"2019-07-16",265.329987,267.140015,263.190002,264.660004,3121600,254.580841
"2019-07-17",264,268.690002,263.5,266.649994,3995200,256.495056
"2019-07-18",265.640015,266.51001,257.26001,260.600006,5825800,250.6754
"2019-07-19",261.100006,262.720001,256.399994,256.649994,4413200,246.87587
"2019-07-22",258.140015,258.950012,254.529999,255.320007,4104300,245.596542
"2019-07-23",254.470001,256.100006,252.020004,255.009995,2889300,245.298309
"2019-07-24",252.789993,252.830002,245.130005,251.130005,4864000,241.566101
"2019-07-25",251.130005,252.75,248.289993,248.699997,3362800,239.228607
"2019-07-26",249.020004,253.880005,246.509995,252.940002,3362600,243.307159
"2019-07-29",252.839996,255.300003,252.339996,253.820007,2005500,244.153641
"2019-07-30",252.660004,255.059998,250.470001,254.929993,1908800,245.221344
"2019-07-31",256.320007,257.160004,248.479996,249.009995,3532400,239.52681
"2019-08-01",249.190002,251.580002,247.279999,249.25,3613600,239.757675
"2019-08-02",249.690002,251.570007,246.100006,250.050003,2677600,240.527237
"2019-08-05",248.130005,249.940002,242.589996,245.059998,5812400,235.727249
"2019-08-06",245.929993,248.279999,243.570007,248.279999,3533000,238.824615
"2019-08-07",246.270004,247.039993,241.259995,246.449997,3205800,237.064331
"2019-08-08",246.190002,247.669998,243.369995,247.619995,2830700,238.189758
"2019-08-09",247.720001,250.419998,246.139999,248.630005,2535000,239.161331
"2019-08-12",246.789993,247.960007,243.029999,243.199997,2667400,233.938095
"2019-08-13",241.679993,250.460007,241.509995,249.220001,2763400,239.728836
"2019-08-14",246.729996,248.410004,243.009995,243.199997,3464300,233.938095
"2019-08-15",244.350006,245.259995,241.449997,244.25,2513500,234.94812
"2019-08-16",245.380005,247.110001,244.179993,245.690002,2810000,236.333252
"2019-08-19",247.490005,248.490005,244.089996,244.710007,2672300,235.390594
"2019-08-20",244.210007,244.600006,239.919998,240.160004,3201300,231.013855
"2019-08-21",240.190002,241.889999,239.300003,240.350006,2761900,231.196609
"2019-08-22",240.350006,240.350006,232.669998,232.940002,4498200,224.068817
"2019-08-23",232.899994,235.100006,229.380005,230.660004,4826600,221.875671
"2019-08-26",232.520004,234.559998,230.460007,231.080002,2918300,222.279663
"2019-08-27",231.720001,232.399994,222.600006,222.929993,4988100,214.440018
"2019-08-28",222.419998,229.770004,220.779999,227.350006,4847600,218.691696
"2019-08-29",228.419998,232.300003,228.009995,230.619995,4052500,221.837189
"2019-08-30",233.669998,235.050003,232.289993,234,3384100,225.088455
"2019-09-03",231.740005,232.169998,228.470001,230.619995,3382300,221.837189
"2019-09-04",231.949997,232.949997,226.5,226.729996,4526100,218.095306
"2019-09-05",230,231.509995,227.580002,229.589996,4256900,220.846405
"2019-09-06",230.169998,231.960007,228.589996,229,4183200,220.278885
"2019-09-09",229,232,228.559998,230.679993,3895600,221.894897
"2019-09-10",231.449997,234.289993,230.830002,232.460007,4257600,223.607117
"2019-09-11",232.490005,234.25,228.580002,234.210007,3168100,225.290466
"2019-09-12",235,236.399994,229.699997,230.100006,4713700,221.337021
"2019-09-13",232.990005,236.559998,231.539993,233.610001,4523200,225.772995
"2019-09-16",232.820007,236.050003,232.149994,234.429993,2973600,226.565475
"2019-09-17",233.070007,233.990005,231.169998,232.520004,2392900,224.719574
"2019-09-18",230.800003,233.130005,229.229996,230.610001,2960500,222.873657
"2019-09-19",232,233.949997,231.229996,232.850006,2666700,225.038513
"2019-09-20",234.770004,235,231.919998,232.889999,6220100,225.077164
"2019-09-23",229.770004,230.779999,228.320007,228.770004,3281200,221.095383
"2019-09-24",229.380005,229.839996,222.919998,225,5006800,217.451843
"2019-09-25",224.279999,226.5,222.130005,222.169998,4658000,214.716797
"2019-09-26",223.039993,223.630005,213.429993,215.479996,10444400,208.251221
"2019-09-27",218.179993,218.880005,215.020004,215.259995,4834900,208.038574
"2019-09-30",213.639999,218.529999,213.119995,217.320007,5286300,210.02951
"2019-10-01",219.190002,219.190002,212.080002,217.210007,5523600,209.923187
"2019-10-02",216.149994,219.360001,215.279999,216.75,4921200,209.478622
"2019-10-03",215.630005,216.360001,213.050003,215.360001,3375800,208.135239
"2019-10-04",216.839996,219.860001,215.139999,219.800003,3700500,212.426315
"2019-10-07",219.050003,222.529999,218.990005,221.240005,3843200,213.818008
"2019-10-08",219.490005,221.979996,218.399994,220.110001,4817000,212.725906
"2019-10-09",221.710007,223.470001,220.169998,222.080002,4483100,214.629807
"2019-10-10",218.190002,224.130005,217.520004,223.729996,5252200,216.224426
"2019-10-11",225.539993,228.850006,221.589996,222.070007,5891600,214.620148
"2019-10-14",221.630005,223.339996,219.899994,220.589996,4075300,213.189789
"2019-10-15",232.690002,239.839996,231.089996,238.589996,13397700,230.585938
"2019-10-16",236.289993,237.479996,234.080002,236.990005,5368600,229.039627
"2019-10-17",238.690002,244.610001,237.270004,243.669998,6301200,235.495499
"2019-10-18",244.449997,246.410004,241.759995,245.339996,4922100,237.109482
"2019-10-21",245.020004,245.600006,242.149994,243.919998,3029200,235.737137
"2019-10-22",243.639999,251.5,243.149994,249.479996,5660800,241.110611
"2019-10-23",248.389999,251.75,246.729996,247.800003,3706600,239.486969
"2019-10-24",248.029999,248.490005,243.910004,244.509995,2546900,236.307327
"2019-10-25",243.910004,246.080002,242.149994,244.910004,2815100,236.693939
"2019-10-28",245.259995,248.389999,244.919998,247.050003,2957100,238.762131
"2019-10-29",247.039993,253.199997,246.309998,252.289993,3528900,243.826324
"2019-10-30",252.169998,255.279999,251.979996,254.800003,3299600,246.252151
"2019-10-31",254.380005,255.720001,249.910004,252.699997,3960400,244.222595
"2019-11-01",253.990005,256.329987,252.160004,252.210007,2919600,243.749023
"2019-11-04",253.630005,253.830002,249.910004,251.25,3186400,242.821243
"2019-11-05",253.740005,254.270004,250.089996,250.300003,5393400,241.903107
"2019-11-06",249.710007,251.990005,249.089996,250.520004,3668600,242.115723
"2019-11-07",251.949997,256.75,251.259995,256.459991,3646300,247.856445
"2019-11-08",256.769989,258.339996,255,256.970001,2200300,248.349335
"2019-11-11",255.050003,256.459991,253.330002,254.089996,1765600,245.565948
"2019-11-12",253.589996,255.759995,253.410004,255.25,1892500,246.687027
"2019-11-13",254.869995,256.880005,253.190002,253.570007,3289800,245.0634
"2019-11-14",253.800003,256.079987,253.470001,255.830002,2101900,247.247589
"2019-11-15",256.109985,275.570007,255.360001,269.399994,10136000,260.362335
"2019-11-18",269,278.450012,269,272.929993,6985200,263.773926
"2019-11-19",275.23999,275.359985,271.549988,274.230011,4002000,265.030334
"2019-11-20",272.25,276.029999,271.23999,275.559998,4141600,266.315704
"2019-11-21",275.220001,277.679993,273.910004,276.549988,3309900,267.272522
"2019-11-22",276.529999,277.769989,275,276.839996,2802700,267.552765
"2019-11-25",277.779999,283,277.01001,282.670013,4082900,273.187164
"2019-11-26",280.709991,282.25,280.160004,281.399994,2998600,271.959747
"2019-11-27",281.01001,281.929993,278.690002,280.670013,2323900,271.254303
"2019-11-29",278.100006,280.920013,277.329987,279.869995,1520900,270.481079
"2019-12-02",281.779999,282,278.570007,279.660004,2517100,270.278198
"2019-12-03",276.970001,278.420013,273.850006,276.899994,3239200,267.610718
"2019-12-04",281.619995,281.839996,278.640015,279.320007,2694200,269.949585
"2019-12-05",279.23999,282.820007,277.480011,282,3357300,272.539642
"2019-12-06",282.839996,283.040009,279.109985,280.190002,2828900,271.83139
"2019-12-09",280.769989,280.869995,277.420013,277.540009,2697100,269.260498
"2019-12-10",277.600006,279.600006,274.01001,279.519989,2515300,271.181396
"2019-12-11",278.299988,280.660004,278.029999,280.5,2751300,272.132172
"2019-12-12",281.029999,283.98999,280.040009,283.609985,2996200,275.149323
"2019-12-13",284.970001,287.809998,284.119995,285.480011,3599300,276.963593
